"Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice","LogSalePrice","QualityGroup","SizeGroup","Cluster","Age","Qual_LivArea","SalePriceCat"
840,50,"RL",70,11767,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin",5,6,1946,1995,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",352,"Unf",0,416,768,"GasA","Ex","Y","SBrkr",768,432,0,1200,0,0,1,0,3,1,"TA",6,"Typ",0,"None","Detchd",1946,"Unf",1,240,"TA","TA","Y",0,0,0,0,0,0,0,5,2008,"WD","Normal",130500,11.7791285057449,"Media","Mediana",3,62,6000,"barata"
841,70,"RH",69,12155,"Pave","IR1","Lvl","AllPub","Inside","Gtl","SWISU","Norm","Norm","1Fam","2Story",6,8,1925,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","BLQ",156,"Unf",0,516,672,"GasA","TA","N","SBrkr",810,672,0,1482,0,0,2,0,4,1,"Fa",7,"Typ",0,"None","Detchd",1934,"Unf",1,400,"TA","TA","P",0,0,254,0,0,0,0,3,2008,"WD","Normal",140000,11.8493977015914,"Media","Mediana",3,83,8892,"media"
842,70,"RM",60,10440,"Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",5,8,1904,2002,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",0,650,650,"GasA","Gd","Y","SBrkr",958,581,0,1539,0,0,2,0,3,1,"Gd",8,"Typ",1,"Po","Detchd",1983,"Unf",2,686,"Gd","TA","P",70,78,68,0,0,0,0,6,2008,"WD","Normal",157500,11.9671807372478,"Media","Mediana",2,104,7695,"media"
844,90,"RL",80,8000,"Pave","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Artery","Norm","Duplex","1Story",5,4,1961,1961,"Gable","CompShg","BrkFace","BrkFace","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,1800,1800,"GasA","Ex","N","SBrkr",1800,0,0,1800,0,0,2,0,6,2,"TA",10,"Typ",0,"None","None",NA,NA,0,0,NA,NA,"Y",0,0,0,0,0,0,0,7,2007,"WD","Normal",141000,11.8565151693603,"Media","Mediana",3,46,9000,"media"
845,50,"RM",100,12665,"Pave","IR1","Lvl","AllPub","Inside","Gtl","OldTown","Artery","Norm","1Fam","1.5Fin",5,8,1915,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","Mn","Unf",0,"Unf",0,876,876,"GasA","Gd","Y","SBrkr",876,540,0,1416,0,0,1,1,4,1,"TA",7,"Typ",1,"Gd","Detchd",1949,"Unf",3,720,"TA","TA","Y",418,0,194,0,0,0,0,6,2008,"WD","Normal",153900,11.944058319827,"Media","Mediana",2,93,7080,"media"
847,60,"RL",75,9317,"Pave","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",7,5,1993,1993,"Gable","CompShg","HdBoard","HdBoard","BrkFace",137,"Gd","TA","PConc","Gd","TA","No","ALQ",513,"Unf",0,227,740,"GasA","Ex","Y","SBrkr",1006,769,0,1775,1,0,2,1,3,1,"Gd",7,"Typ",1,"TA","Attchd",1993,"Unf",2,425,"TA","TA","Y",234,72,192,0,0,0,0,7,2009,"WD","Normal",213000,12.2690474446916,"Media","Mediana",2,16,12425,"cara"
849,50,"RL",75,45600,"Pave","IR2","Bnk","AllPub","Inside","Gtl","ClearCr","Norm","Norm","1Fam","1.5Fin",6,8,1908,1997,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,907,907,"GasA","TA","Y","SBrkr",1307,1051,0,2358,0,0,3,0,5,1,"TA",10,"Typ",1,"Gd","Detchd",1908,"Unf",2,360,"Fa","TA","Y",486,40,0,0,175,0,0,9,2008,"WD","Normal",240000,12.3883942023241,"Media","Grande",2,100,14148,"cara"
851,120,"RM",36,4435,"Pave","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","TwnhsE","1Story",6,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","BrkFace",170,"Gd","TA","PConc","Gd","TA","Av","GLQ",659,"Unf",0,189,848,"GasA","Ex","Y","SBrkr",848,0,0,848,1,0,1,0,1,1,"Gd",3,"Typ",0,"None","Attchd",2003,"Fin",2,420,"TA","TA","Y",140,0,0,0,0,0,0,11,2007,"WD","Normal",131500,11.7867621306,"Media","Pequeña",2,4,5088,"barata"
853,75,"RL",53,7128,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","2.5Unf",7,5,1941,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","TA","No","Rec",364,"Unf",0,554,918,"GasA","Gd","Y","SBrkr",918,728,0,1646,0,0,2,0,4,1,"TA",7,"Typ",2,"Gd","Detchd",1941,"Unf",1,240,"TA","TA","Y",0,0,0,0,126,0,0,8,2007,"WD","Normal",164000,12.0076217068063,"Media","Mediana",2,66,11522,"media"
855,20,"RL",102,17920,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,4,1955,1974,"Hip","CompShg","Wd Sdng","Plywood","None",0,"TA","TA","CBlock","TA","TA","Mn","ALQ",306,"Rec",1085,372,1763,"GasA","TA","Y","SBrkr",1779,0,0,1779,1,0,1,1,3,1,"TA",6,"Typ",1,"Gd","Attchd",1955,"Unf",2,454,"TA","TA","Y",0,418,0,0,312,0,0,7,2006,"WD","Abnorml",170000,12.0435537160324,"Media","Mediana",2,51,8895,"media"
856,20,"RL",69,6897,"Pave","IR1","Lvl","AllPub","Corner","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,8,1962,2010,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","Gd","CBlock","TA","TA","No","ALQ",659,"Unf",0,381,1040,"GasA","Ex","Y","SBrkr",1040,0,0,1040,1,0,1,1,3,1,"TA",6,"Typ",0,"None","Detchd",1962,"Unf",1,260,"TA","TA","Y",0,104,0,0,0,0,0,4,2010,"WD","Normal",127000,11.7519423654407,"Media","Mediana",3,48,5200,"barata"
860,60,"RL",69,11029,"Pave","IR1","Lvl","AllPub","Corner","Gtl","NWAmes","PosA","Norm","1Fam","2Story",6,7,1968,1984,"Gable","CompShg","HdBoard","HdBoard","BrkFace",220,"TA","TA","CBlock","TA","TA","Mn","BLQ",619,"Unf",0,435,1054,"GasA","TA","Y","SBrkr",1512,1142,0,2654,1,0,2,1,4,1,"Gd",9,"Typ",1,"Gd","Attchd",1968,"Unf",2,619,"TA","TA","Y",0,65,0,0,222,0,0,8,2006,"WD","Normal",250000,12.4292161968444,"Media","Grande",2,38,15924,"cara"
863,20,"RL",81,9672,"Pave","Reg","Lvl","AllPub","Corner","Gtl","SawyerW","Norm","Norm","1Fam","1Story",6,5,1984,1985,"Hip","CompShg","HdBoard","Plywood","None",0,"TA","TA","PConc","Gd","TA","No","GLQ",338,"Unf",0,702,1040,"GasA","TA","Y","SBrkr",1097,0,0,1097,0,0,2,0,3,1,"TA",6,"Typ",0,"None","Attchd",1986,"Unf",2,480,"TA","TA","Y",0,0,0,0,0,0,0,5,2010,"WD","Normal",152000,11.9316357998284,"Media","Mediana",2,26,6582,"media"
864,20,"RL",70,7931,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1959,1959,"Hip","CompShg","BrkFace","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",1148,"Unf",0,0,1148,"GasA","TA","Y","SBrkr",1148,0,0,1148,1,0,1,0,3,1,"TA",6,"Typ",0,"None","Attchd",1959,"Unf",1,672,"TA","TA","Y",0,0,0,0,0,0,0,7,2009,"WD","Normal",132500,11.7943379244084,"Media","Mediana",3,50,5740,"barata"
865,20,"FV",72,8640,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",7,5,2007,2008,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Ex","TA","No","Unf",0,"Unf",0,1372,1372,"GasA","Ex","Y","SBrkr",1372,0,0,1372,0,0,2,0,3,1,"Gd",6,"Typ",0,"None","Attchd",2008,"Fin",2,529,"TA","TA","Y",0,140,0,0,0,0,0,5,2008,"New","Partial",250580,12.4315335097995,"Media","Mediana",2,1,9604,"cara"
867,20,"RL",67,10656,"Pave","IR1","HLS","AllPub","Inside","Gtl","Timber","Norm","Norm","1Fam","1Story",8,5,2006,2007,"Gable","CompShg","VinylSd","VinylSd","Stone",274,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,1638,1638,"GasA","Ex","Y","SBrkr",1646,0,0,1646,0,0,2,0,3,1,"Gd",6,"Typ",1,"Gd","Attchd",2007,"RFn",3,870,"TA","TA","Y",192,80,0,0,0,0,0,11,2007,"New","Partial",248900,12.4248064883557,"Alta","Mediana",1,1,13168,"cara"
869,60,"RL",69,14762,"Pave","IR2","Lvl","AllPub","Corner","Gtl","Gilbert","Feedr","Norm","1Fam","2Story",5,6,1948,1950,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","Slab","None","None",NA,NA,0,NA,0,0,0,"GasA","Gd","Y","SBrkr",1547,720,53,2320,0,0,2,0,2,1,"TA",7,"Typ",1,"TA","Attchd",1979,"Unf",2,672,"TA","TA","P",120,144,0,0,0,0,0,5,2006,"WD","Normal",169000,12.0376539939052,"Media","Grande",2,58,11600,"media"
874,40,"RL",60,12144,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1949,1950,"Gable","CompShg","HdBoard","HdBoard","None",0,"Gd","TA","CBlock","TA","TA","No","Rec",375,"Unf",0,457,832,"GasA","Gd","Y","SBrkr",1036,0,232,1268,0,0,1,0,3,1,"TA",6,"Typ",1,"Gd","Attchd",1949,"Unf",1,288,"TA","TA","Y",0,28,0,0,0,0,0,9,2009,"WD","Normal",133000,11.7981044072039,"Media","Mediana",3,60,6340,"barata"
875,50,"RM",52,5720,"Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Artery","Norm","1Fam","1.5Fin",5,6,1941,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,676,676,"GasA","Ex","Y","SBrkr",676,455,0,1131,0,0,1,1,3,1,"TA",5,"Typ",0,"None","Detchd",1941,"Unf",1,200,"TA","TA","Y",26,0,0,0,0,0,0,8,2009,"WD","Abnorml",66500,11.1049572266439,"Media","Mediana",3,68,5655,"barata"
876,60,"FV",75,9000,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",8,5,2007,2007,"Gable","CompShg","CemntBd","CmentBd","None",0,"Gd","TA","PConc","Gd","TA","Av","GLQ",64,"Unf",0,1120,1184,"GasA","Ex","Y","SBrkr",1184,1426,0,2610,0,0,2,1,4,1,"Ex",11,"Typ",1,"Gd","BuiltIn",2007,"Fin",2,550,"TA","TA","Y",208,364,0,0,0,0,0,8,2007,"New","Partial",303477,12.623061104073,"Alta","Grande",1,0,20880,"cara"
878,60,"RL",74,8834,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",9,5,2004,2005,"Hip","CompShg","VinylSd","VinylSd","Stone",216,"Gd","TA","PConc","Ex","TA","No","GLQ",1170,"Unf",0,292,1462,"GasA","Ex","Y","SBrkr",1462,762,0,2224,1,0,2,1,4,1,"Ex",10,"Typ",1,"Gd","Attchd",2004,"Fin",3,738,"TA","TA","Y",184,0,0,0,0,0,0,6,2009,"WD","Normal",350000,12.7656884334656,"Alta","Grande",1,5,20016,"cara"
880,20,"RL",69,7000,"Pave","IR1","Lvl","AllPub","CulDSac","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,8,1978,2005,"Gable","CompShg","VinylSd","VinylSd","BrkFace",90,"Gd","Gd","CBlock","TA","TA","No","ALQ",646,"Unf",0,218,864,"GasA","Ex","Y","SBrkr",864,0,0,864,1,0,1,0,3,1,"TA",6,"Typ",0,"None","Attchd",1978,"Unf",1,336,"TA","TA","Y",0,0,0,0,0,0,0,7,2009,"WD","Normal",136500,11.8240798936072,"Media","Pequeña",3,31,4320,"barata"
881,20,"RL",60,7024,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Ex","Gd","No","ALQ",980,"Unf",0,110,1090,"GasA","Gd","Y","SBrkr",1090,0,0,1090,1,0,1,1,2,1,"TA",5,"Typ",0,"None","Attchd",2005,"Fin",2,450,"TA","TA","Y",0,49,0,0,0,0,0,6,2007,"WD","Normal",157000,11.9640010843304,"Media","Mediana",2,2,5450,"media"
882,50,"RL",44,13758,"Pave","IR1","Lvl","AllPub","CulDSac","Gtl","Timber","Norm","Norm","1Fam","1.5Fin",7,5,1990,1991,"Gable","CompShg","HdBoard","HdBoard","BrkFace",117,"Gd","Gd","CBlock","Gd","TA","Mn","LwQ",902,"Unf",0,254,1156,"GasA","Ex","Y","SBrkr",1187,530,0,1717,0,0,2,1,3,1,"Gd",7,"Typ",1,"TA","Attchd",1990,"RFn",2,400,"TA","TA","Y",168,36,0,0,0,0,0,4,2007,"WD","Normal",187500,12.1415341243926,"Media","Mediana",2,17,12019,"media"
883,60,"RL",69,9636,"Pave","IR1","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,1992,1993,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,808,808,"GasA","Gd","Y","SBrkr",808,785,0,1593,0,0,2,1,3,1,"TA",7,"Typ",1,"TA","BuiltIn",1993,"RFn",2,389,"TA","TA","Y",342,40,0,0,0,0,0,12,2009,"WD","Normal",178000,12.0895388292742,"Media","Mediana",2,17,9558,"media"
884,75,"RL",60,6204,"Pave","Reg","Bnk","AllPub","Inside","Gtl","SWISU","Norm","Norm","1Fam","2.5Fin",4,5,1912,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Gd","TA","PConc","TA","Fa","No","Unf",0,"Unf",0,795,795,"GasA","TA","N","SBrkr",954,795,481,2230,1,0,1,0,5,1,"TA",10,"Typ",0,"None","Detchd",1997,"Unf",1,440,"TA","Gd","Y",0,188,0,0,0,0,0,3,2006,"WD","Normal",118500,11.6826682395573,"Baja","Grande",3,94,8920,"barata"
885,20,"RL",65,7150,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1967,1967,"Gable","CompShg","HdBoard","HdBoard","BrkFace",60,"TA","TA","CBlock","TA","TA","No","BLQ",432,"Unf",0,460,892,"GasA","TA","Y","SBrkr",892,0,0,892,0,0,1,0,3,1,"TA",5,"Typ",0,"None","Attchd",1967,"RFn",1,288,"TA","TA","Y",0,0,0,0,0,0,0,7,2009,"WD","Normal",1e+05,11.5129254649702,"Media","Pequeña",3,42,4460,"barata"
886,120,"FV",50,5119,"Pave","IR1","Lvl","AllPub","CulDSac","Gtl","Somerst","Norm","Norm","TwnhsE","1Story",9,5,1999,2000,"Gable","CompShg","MetalSd","MetalSd","BrkFace",60,"Gd","TA","PConc","Ex","TA","Av","GLQ",1238,"Unf",0,460,1698,"GasA","Ex","Y","SBrkr",1709,0,0,1709,1,0,2,0,2,1,"Gd",5,"Typ",1,"TA","Attchd",1999,"Fin",2,506,"TA","TA","Y",97,65,0,0,0,0,0,1,2008,"CWD","Abnorml",328900,12.7035090321771,"Alta","Mediana",1,9,15381,"cara"
888,50,"RL",59,16466,"Pave","IR1","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin",5,7,1955,1955,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","PConc","TA","TA","No","Unf",0,"Unf",0,816,816,"GasA","TA","Y","SBrkr",872,521,0,1393,0,0,1,1,3,1,"TA",8,"Typ",0,"None","Attchd",1955,"Unf",1,300,"TA","TA","Y",121,0,0,0,265,0,0,4,2008,"WD","Normal",135500,11.8167269193019,"Media","Mediana",3,53,6965,"barata"
890,20,"RL",128,12160,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Feedr","Norm","1Fam","1Story",6,4,1953,1953,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",90,"TA","TA","CBlock","TA","TA","No","BLQ",1024,"Unf",0,481,1505,"GasA","Ex","Y","SBrkr",1505,0,0,1505,1,0,1,0,2,1,"TA",6,"Typ",1,"TA","Attchd",1953,"RFn",2,505,"TA","TA","Y",0,0,0,162,0,0,0,2,2009,"WD","Normal",149500,11.9150516718129,"Media","Mediana",2,56,9030,"media"
891,50,"RL",60,8064,"Pave","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Artery","Norm","1Fam","1.5Fin",5,7,1949,2006,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","TA","Mn","Unf",0,"Unf",0,672,672,"GasA","Ex","Y","SBrkr",672,252,0,924,0,0,1,0,3,1,"TA",6,"Typ",1,"Po","Detchd",2003,"Unf",2,576,"TA","TA","Y",0,0,0,0,0,0,2000,7,2007,"WD","Normal",122900,11.7191262955541,"Media","Pequeña",3,58,4620,"barata"
892,60,"RL",70,11184,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","2Story",6,5,1978,1978,"Hip","CompShg","HdBoard","HdBoard","BrkFace",92,"TA","TA","CBlock","TA","TA","No","LwQ",226,"Rec",500,192,918,"GasA","Gd","Y","SBrkr",918,765,0,1683,0,0,2,1,3,1,"TA",7,"Typ",1,"TA","Attchd",1978,"RFn",2,440,"TA","TA","Y",243,0,0,0,0,0,0,7,2009,"WD","Normal",172500,12.0581525154536,"Media","Mediana",2,31,10098,"media"
893,20,"RL",70,8414,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",6,8,1963,2003,"Hip","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","GLQ",663,"Unf",0,396,1059,"GasA","TA","Y","SBrkr",1068,0,0,1068,0,1,1,0,3,1,"TA",6,"Typ",0,"None","Attchd",1963,"RFn",1,264,"TA","TA","Y",192,0,0,0,0,0,0,2,2006,"WD","Normal",154500,11.9479493753199,"Media","Mediana",3,43,6408,"media"
895,90,"RL",64,7018,"Pave","Reg","Bnk","AllPub","Inside","Gtl","SawyerW","Norm","Norm","Duplex","1Story",5,5,1979,1979,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","Slab","None","None",NA,NA,0,NA,0,0,0,"GasA","TA","Y","SBrkr",1535,0,0,1535,0,0,2,0,4,2,"TA",8,"Typ",0,"None","Attchd",1979,"Unf",2,400,"TA","TA","Y",0,0,0,0,0,0,0,6,2009,"WD","Alloca",118858,11.6856847822605,"Media","Mediana",3,30,7675,"barata"
896,60,"RL",71,7056,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","2Story",6,5,1963,1963,"Hip","CompShg","HdBoard","HdBoard","BrkFace",415,"TA","TA","CBlock","TA","TA","No","BLQ",400,"Unf",0,380,780,"GasA","TA","Y","SBrkr",983,813,0,1796,1,0,1,1,4,1,"TA",8,"Typ",1,"TA","Attchd",1963,"RFn",2,483,"TA","TA","Y",0,50,0,0,0,0,0,10,2008,"WD","Normal",140000,11.8493977015914,"Media","Mediana",2,45,10776,"media"
898,90,"RL",64,7018,"Pave","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Feedr","Norm","Duplex","2Story",5,5,1979,1979,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","Slab","None","None",NA,NA,0,NA,0,0,0,"GasA","TA","Y","SBrkr",1120,1120,0,2240,0,0,2,0,6,2,"TA",12,"Typ",0,"None","Detchd",1979,"Unf",2,528,"TA","TA","Y",154,0,0,0,0,0,0,6,2009,"WD","Alloca",142953,11.8702711838891,"Media","Grande",2,30,11200,"media"
899,20,"RL",100,12919,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",9,5,2009,2010,"Hip","CompShg","VinylSd","VinylSd","Stone",760,"Ex","TA","PConc","Ex","TA","Gd","GLQ",2188,"Unf",0,142,2330,"GasA","Ex","Y","SBrkr",2364,0,0,2364,1,0,2,1,2,1,"Ex",11,"Typ",2,"Gd","Attchd",2009,"Fin",3,820,"TA","TA","Y",0,67,0,0,0,0,0,3,2010,"New","Partial",611657,13.3239269468631,"Alta","Grande",1,1,21276,"cara"
900,20,"RL",65,6993,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Feedr","Norm","1Fam","1Story",5,7,1961,1994,"Gable","CompShg","HdBoard","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",465,"Unf",0,447,912,"GasA","TA","Y","SBrkr",1236,0,0,1236,0,0,1,0,3,1,"TA",6,"Typ",1,"TA","Attchd",1961,"Unf",1,288,"TA","TA","Y",0,0,0,0,0,0,0,6,2006,"WD","Normal",135000,11.8130300574206,"Media","Mediana",3,45,6180,"barata"
901,20,"RL",69,7340,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",4,6,1971,1971,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",322,"Unf",0,536,858,"GasA","TA","Y","SBrkr",858,0,0,858,0,0,1,0,2,1,"TA",4,"Typ",0,"None","Detchd",1979,"Unf",1,684,"TA","TA","Y",0,0,0,0,0,0,0,6,2007,"WD","Normal",110000,11.6082356447746,"Baja","Pequeña",3,36,3432,"barata"
902,20,"RL",64,8712,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1957,2000,"Hip","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","TA","Mn","BLQ",860,"Unf",0,132,992,"GasA","TA","Y","SBrkr",1306,0,0,1306,1,0,1,0,2,1,"TA",5,"Typ",0,"None","Detchd",1968,"Unf",1,756,"TA","TA","Y",0,0,0,0,0,0,0,5,2009,"WD","Normal",153000,11.9381932003746,"Media","Mediana",3,52,6530,"media"
904,20,"RL",50,14859,"Pave","IR1","HLS","AllPub","CulDSac","Gtl","Gilbert","Norm","Norm","1Fam","1Story",7,5,2006,2006,"Hip","CompShg","VinylSd","VinylSd","BrkFace",27,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1670,1670,"GasA","Ex","Y","SBrkr",1670,0,0,1670,0,0,2,0,3,1,"Gd",7,"Typ",1,"Gd","Attchd",2006,"RFn",3,690,"TA","TA","Y",144,60,0,0,0,0,0,8,2006,"New","Partial",240000,12.3883942023241,"Media","Mediana",1,0,11690,"cara"
906,20,"RL",80,9920,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1954,1954,"Gable","CompShg","HdBoard","HdBoard","Stone",110,"TA","TA","CBlock","TA","TA","No","Rec",354,"LwQ",290,412,1056,"GasA","TA","Y","SBrkr",1063,0,0,1063,1,0,1,0,3,1,"TA",6,"Typ",0,"None","Attchd",1954,"RFn",1,280,"TA","TA","Y",0,0,164,0,0,0,0,2,2010,"WD","Normal",128000,11.7597855429018,"Media","Mediana",3,56,5315,"barata"
907,20,"RL",116,13501,"Pave","IR1","Lvl","AllPub","Corner","Gtl","Somerst","Norm","Norm","1Fam","1Story",8,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","Stone",208,"Gd","TA","PConc","Gd","TA","No","GLQ",63,"Unf",0,1560,1623,"GasA","Ex","Y","SBrkr",1636,0,0,1636,1,0,2,0,3,1,"Gd",8,"Typ",1,"Gd","Attchd",2006,"RFn",3,865,"TA","TA","Y",0,60,0,0,0,0,0,6,2007,"WD","Normal",255000,12.4490188241406,"Alta","Mediana",1,1,13088,"cara"
909,20,"RL",69,8885,"Pave","IR1","Low","AllPub","Inside","Mod","Mitchel","Norm","Norm","1Fam","1Story",5,5,1983,1983,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","Gd","TA","Av","BLQ",301,"ALQ",324,239,864,"GasA","TA","Y","SBrkr",902,0,0,902,1,0,1,0,2,1,"TA",5,"Typ",0,"None","Attchd",1983,"Unf",2,484,"TA","TA","Y",164,0,0,0,0,0,0,6,2006,"WD","Normal",131000,11.7829526021833,"Media","Pequeña",3,23,4510,"barata"
910,60,"RL",149,12589,"Pave","IR2","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,742,742,"GasA","Ex","Y","SBrkr",742,742,0,1484,0,0,2,1,3,1,"Gd",8,"Typ",1,"Gd","Attchd",2005,"Fin",2,390,"TA","TA","Y",36,24,0,0,0,0,0,6,2009,"WD","Normal",174000,12.0668105781967,"Media","Mediana",2,4,8904,"media"
911,90,"RL",80,11600,"Pave","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Feedr","Norm","Duplex","2Story",5,5,1960,1960,"Gable","CompShg","MetalSd","MetalSd","BrkFace",361,"TA","TA","CBlock","TA","TA","No","Rec",443,"Unf",0,662,1105,"GasA","TA","Y","FuseA",1105,1169,0,2274,0,0,2,0,5,2,"TA",12,"Typ",0,"None","Detchd",1960,"Unf",2,480,"TA","TA","Y",0,0,0,0,0,0,0,1,2010,"WD","Normal",154300,11.9466540383513,"Media","Grande",2,50,11370,"media"
912,20,"RL",69,9286,"Pave","IR1","Lvl","AllPub","CulDSac","Mod","CollgCr","Norm","Norm","1Fam","1Story",5,7,1977,1989,"Gable","CompShg","HdBoard","Plywood","None",0,"TA","TA","CBlock","Gd","Gd","Av","ALQ",196,"Unf",0,1072,1268,"GasA","TA","Y","SBrkr",1268,0,0,1268,0,0,1,1,3,1,"Gd",5,"Typ",0,"None","Detchd",1978,"Unf",1,252,"TA","TA","Y",173,0,0,0,0,0,0,10,2009,"WD","Normal",143500,11.8740903141818,"Media","Mediana",3,32,6340,"media"
